,baseline,seed,correlation,magnitude,split,loss,load_model,n_train,setup,one_task,setup2
203,0.007661815732717514,0,0.99,0.5,val,1.2342283639554807e-07,False,1024,backprop,True,STL
204,0.0003031704982277006,0,0.99,0.1,val,1.1378579074516892e-05,True,32,backprop,True,PT+FT
205,0.0003031704982277006,0,0.99,0.1,val,4.52498852610006e-06,True,64,backprop,True,PT+FT
206,0.0003031704982277006,0,0.99,0.1,val,6.166785624373006e-07,True,128,backprop,True,PT+FT
207,0.0003031704982277006,0,0.99,0.1,val,1.8522088751637966e-08,True,256,backprop,True,PT+FT
208,0.0003031704982277006,0,0.99,0.1,val,5.928650903541666e-09,True,512,backprop,True,PT+FT
209,0.0003031704982277006,0,0.99,0.1,val,2.9903461928881825e-09,True,1024,backprop,True,PT+FT
210,0.0003031704982277006,0,0.99,0.1,val,0.0003031704982277006,False,32,backprop,True,STL
211,0.0003031704982277006,0,0.99,0.1,val,0.00014530678163282573,False,64,backprop,True,STL
212,0.0003031704982277006,0,0.99,0.1,val,5.2976745791966096e-05,False,128,backprop,True,STL
213,0.0003031704982277006,0,0.99,0.1,val,5.3499420573643874e-06,False,256,backprop,True,STL
214,0.0003031704982277006,0,0.99,0.1,val,2.3577564434162923e-07,False,512,backprop,True,STL
215,0.0003031704982277006,0,0.99,0.1,val,1.8511256527631303e-08,False,1024,backprop,True,STL
216,7.581926911370829e-05,0,0.99,0.05,val,2.9240543426567456e-06,True,32,backprop,True,PT+FT
217,7.581926911370829e-05,0,0.99,0.05,val,1.2256158470336231e-06,True,64,backprop,True,PT+FT
218,7.581926911370829e-05,0,0.99,0.05,val,3.434181792272284e-07,True,128,backprop,True,PT+FT
219,7.581926911370829e-05,0,0.99,0.05,val,3.004106119419703e-08,True,256,backprop,True,PT+FT
220,7.581926911370829e-05,0,0.99,0.05,val,8.342789570292553e-09,True,512,backprop,True,PT+FT
221,7.581926911370829e-05,0,0.99,0.05,val,3.915724633429818e-09,True,1024,backprop,True,PT+FT
222,7.581926911370829e-05,0,0.99,0.05,val,7.581926911370829e-05,False,32,backprop,True,STL
223,7.581926911370829e-05,0,0.99,0.05,val,3.4539432817837223e-05,False,64,backprop,True,STL
224,7.581926911370829e-05,0,0.99,0.05,val,1.3350068002182525e-05,False,128,backprop,True,STL
225,7.581926911370829e-05,0,0.99,0.05,val,1.4028962596057681e-06,False,256,backprop,True,STL
226,7.581926911370829e-05,0,0.99,0.05,val,9.04497028386686e-08,False,512,backprop,True,STL
227,7.581926911370829e-05,0,0.99,0.05,val,9.788232446794609e-09,False,1024,backprop,True,STL
228,2.967130285469466e-06,0,0.99,0.01,val,1.723421405586123e-07,True,32,backprop,True,PT+FT
229,2.967130285469466e-06,0,0.99,0.01,val,7.264386425731573e-08,True,64,backprop,True,PT+FT
