,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.765,35,multitask,200,,0.05463265306122449
0,1.0,0.71,23,finetuning,10,0.25,
0,1.0,0.5,47,singletask,10,,
0,1.0,0.675,33,finetuning,200,2.0,
0,1.0,0.5,44,finetuning,50,0.5,
0,1.0,0.635,11,multitask,20,,0.016
0,1.0,0.5,38,finetuning,50,0.25,
0,1.0,0.73,46,finetuning,10,0.25,
0,1.0,0.69,5,finetuning,10,0.125,
0,1.0,0.685,27,multitask,1000,,0.11430612244897959
0,1.0,0.51,45,singletask,50,,
0,1.0,0.71,33,singletask,200,,
0,1.0,0.88,3,finetuning,50,0.125,
0,1.0,0.96,12,finetuning,20,0.25,
0,1.0,0.49,4,finetuning,10,2.0,
0,1.0,0.715,10,multitask,50,,0.03157142857142857
0,1.0,0.755,9,finetuning,10,0.25,
0,1.0,0.945,26,singletask,1000,,
0,1.0,0.885,5,finetuning,100,0.25,
0,1.0,0.725,27,finetuning,500,1.0,
0,1.0,0.81,18,finetuning,10,0.5,
0,1.0,0.56,31,singletask,100,,
0,1.0,0.955,3,finetuning,500,0.25,
0,1.0,0.925,5,finetuning,500,0.5,
0,1.0,0.745,42,finetuning,500,1.0,
0,1.0,0.52,31,finetuning,20,2.0,
0,1.0,0.975,12,finetuning,500,0.25,
0,1.0,0.71,30,multitask,10,,0.013857142857142858
0,1.0,0.995,14,finetuning,100,0.25,
0,1.0,0.755,24,multitask,200,,0.0653265306122449
0,1.0,0.53,25,singletask,20,,
0,1.0,0.77,15,multitask,100,,0.06004081632653061
0,1.0,0.5,39,finetuning,10,2.0,
0,1.0,0.89,7,finetuning,100,1.0,
0,1.0,0.5,40,finetuning,100,0.5,
0,1.0,0.63,19,finetuning,20,0.125,
0,1.0,0.4,13,finetuning,100,2.0,
0,1.0,0.88,20,finetuning,1000,0.5,
0,1.0,0.695,32,finetuning,50,1.0,
0,1.0,0.735,37,finetuning,500,0.125,
0,1.0,0.925,14,finetuning,200,0.5,
0,1.0,0.555,47,finetuning,200,2.0,
0,1.0,0.625,44,multitask,100,,0.060081632653061226
0,1.0,0.85,29,finetuning,50,0.25,
0,1.0,0.64,24,multitask,20,,0.014428571428571428
0,1.0,0.835,22,finetuning,200,2.0,
0,1.0,0.94,2,finetuning,1000,0.125,
0,1.0,0.56,32,finetuning,10,0.25,
0,1.0,0.895,31,singletask,1000,,
0,1.0,0.885,23,multitask,1000,,0.1519591836734694
0,1.0,0.775,10,finetuning,20,0.5,
0,1.0,0.81,25,finetuning,100,0.5,
0,1.0,0.815,8,finetuning,20,0.125,
0,1.0,0.725,37,singletask,200,,
0,1.0,0.9,8,finetuning,200,0.125,
0,1.0,0.81,19,finetuning,200,0.125,
0,1.0,0.575,36,finetuning,10,1.0,
0,1.0,0.81,37,multitask,500,,0.11240816326530612
0,1.0,0.975,15,finetuning,500,0.5,
0,1.0,0.975,7,finetuning,200,0.25,
0,1.0,0.65,28,finetuning,20,0.25,
0,1.0,0.56,38,finetuning,100,2.0,
0,0.999,0.88,9,finetuning,1000,2.0,
0,1.0,0.925,10,finetuning,1000,1.0,
0,1.0,0.5,38,finetuning,50,0.5,
0,0.996,0.805,46,finetuning,500,2.0,
0,1.0,0.895,16,finetuning,100,0.125,
0,1.0,0.97,7,finetuning,100,0.125,
0,1.0,0.47,15,finetuning,20,2.0,
0,1.0,0.77,39,singletask,500,,
0,1.0,0.715,13,multitask,10,,0.013551020408163266
0,1.0,0.63,19,finetuning,10,0.25,
0,0.999,0.89,18,finetuning,1000,2.0,
0,1.0,0.935,1,finetuning,1000,1.0,
0,1.0,0.67,33,multitask,50,,0.03042857142857143
0,1.0,0.91,16,finetuning,200,0.25,
0,1.0,0.845,23,finetuning,500,2.0,
0,1.0,0.505,34,finetuning,20,0.5,
0,1.0,0.935,26,finetuning,200,1.0,
0,1.0,0.99,26,finetuning,1000,0.125,
0,1.0,0.81,12,finetuning,10,1.0,
0,1.0,0.61,9,multitask,50,,0.025448979591836736
0,1.0,0.515,19,finetuning,50,2.0,
0,1.0,0.76,16,finetuning,50,1.0,
0,1.0,0.765,17,finetuning,100,1.0,
0,1.0,0.545,3,finetuning,100,2.0,
0,1.0,0.915,21,finetuning,500,0.125,
0,1.0,0.855,43,finetuning,200,1.0,
0,1.0,0.94,4,finetuning,200,0.5,
0,1.0,0.855,41,finetuning,200,0.125,
0,1.0,0.655,9,finetuning,200,2.0,
0,1.0,0.915,4,finetuning,100,0.25,
0,1.0,0.82,22,singletask,200,,
0,1.0,0.75,37,finetuning,500,1.0,
0,1.0,0.76,36,multitask,1000,,0.13679591836734695
0,1.0,0.86,49,finetuning,100,1.0,
0,1.0,0.625,39,multitask,100,,0.05753061224489796
0,1.0,0.725,11,finetuning,50,1.0,
0,1.0,0.885,2,finetuning,500,0.25,
0,1.0,0.935,13,finetuning,500,0.25,
0,1.0,0.58,5,multitask,20,,0.017693877551020407
0,1.0,0.94,15,finetuning,100,0.25,
0,1.0,0.815,15,finetuning,10,1.0,
0,1.0,0.73,35,finetuning,200,0.125,
0,1.0,0.5,33,finetuning,20,0.5,
0,1.0,0.79,2,finetuning,50,0.25,
0,1.0,0.94,10,finetuning,1000,0.25,
0,1.0,0.955,1,finetuning,1000,0.25,
0,1.0,0.83,18,finetuning,20,0.125,
0,1.0,0.74,13,finetuning,20,0.25,
0,1.0,0.92,21,finetuning,1000,0.5,
0,1.0,0.575,29,singletask,50,,
0,1.0,0.605,47,finetuning,10,0.25,
0,1.0,0.5,39,finetuning,50,0.25,
0,1.0,0.865,45,singletask,500,,
0,1.0,0.87,22,finetuning,10,0.25,
0,1.0,0.8,32,finetuning,200,2.0,
0,1.0,0.51,12,finetuning,20,2.0,
0,1.0,0.545,24,singletask,100,,
0,1.0,0.775,9,finetuning,20,0.125,
0,1.0,0.56,35,finetuning,100,0.5,
0,1.0,0.87,18,finetuning,500,2.0,
0,1.0,0.46,42,singletask,10,,
0,1.0,0.865,6,finetuning,200,0.25,
0,1.0,0.73,31,finetuning,10,1.0,
0,1.0,0.5,31,singletask,20,,
0,1.0,0.905,30,multitask,200,,0.0553265306122449
0,1.0,0.445,28,finetuning,100,2.0,
0,1.0,0.51,38,finetuning,20,0.25,
0,1.0,0.7,2,multitask,100,,0.04242857142857143
0,1.0,0.525,17,finetuning,20,0.5,
0,1.0,0.96,11,finetuning,1000,1.0,
0,0.999,0.885,8,finetuning,1000,2.0,
0,1.0,0.585,28,multitask,50,,0.0373469387755102
0,1.0,0.92,43,finetuning,500,0.125,
0,1.0,0.9,23,finetuning,200,0.125,
0,1.0,0.965,12,finetuning,50,0.25,
0,1.0,0.575,19,finetuning,200,2.0,
0,1.0,0.56,35,finetuning,50,1.0,
0,1.0,0.52,40,singletask,50,,
0,1.0,0.99,0,finetuning,1000,1.0,
0,0.999,0.76,19,finetuning,1000,2.0,
0,0.996,0.835,33,finetuning,500,2.0,
0,1.0,0.57,41,multitask,20,,0.016102040816326532
0,1.0,0.865,17,finetuning,200,0.25,
0,1.0,0.825,23,multitask,500,,0.0913673469387755
0,1.0,0.64,36,finetuning,200,1.0,
0,1.0,0.9,48,finetuning,1000,0.25,
0,1.0,0.55,36,finetuning,20,2.0,
0,1.0,0.895,8,finetuning,500,2.0,
0,1.0,0.87,38,singletask,1000,,
0,1.0,0.48,39,finetuning,20,1.0,
0,1.0,0.815,3,finetuning,20,0.25,
0,1.0,0.72,40,multitask,100,,0.058244897959183674
0,1.0,0.985,7,finetuning,200,0.125,
0,1.0,0.905,16,finetuning,200,0.125,
0,1.0,0.965,7,finetuning,100,0.25,
0,1.0,0.545,3,multitask,20,,0.015285714285714286
0,1.0,0.695,11,finetuning,10,0.5,
0,1.0,0.5,37,finetuning,20,1.0,
0,1.0,0.95,1,finetuning,500,0.25,
0,1.0,0.83,33,multitask,500,,0.10014285714285714
0,1.0,0.925,10,finetuning,500,0.25,
0,1.0,0.875,38,finetuning,500,0.125,
0,1.0,0.51,38,finetuning,20,2.0,
0,1.0,0.535,8,finetuning,100,2.0,
0,1.0,0.79,48,finetuning,200,1.0,
0,1.0,0.895,16,finetuning,100,0.25,
0,1.0,0.61,15,finetuning,50,0.5,
0,1.0,0.555,30,finetuning,10,2.0,
0,0.999,0.9,38,finetuning,1000,0.5,
0,1.0,0.95,22,finetuning,1000,0.5,
0,1.0,0.53,33,finetuning,100,2.0,
0,1.0,0.88,23,finetuning,20,0.25,
0,1.0,0.76,34,finetuning,200,0.5,
0,1.0,0.815,46,singletask,1000,,
0,1.0,0.84,11,multitask,100,,0.05516326530612245
0,1.0,0.835,20,multitask,200,,0.06326530612244897
0,1.0,0.925,12,finetuning,10,0.25,
0,1.0,0.635,34,finetuning,50,2.0,
0,1.0,0.595,19,finetuning,20,0.5,
0,1.0,0.56,39,multitask,20,,0.014326530612244898
0,1.0,0.72,41,finetuning,100,0.125,
0,1.0,0.83,28,finetuning,500,2.0,
0,1.0,0.93,33,finetuning,1000,0.25,
0,1.0,0.795,46,finetuning,20,0.25,
0,1.0,0.53,47,multitask,20,,0.0156734693877551
0,1.0,0.9,5,finetuning,200,0.25,
0,1.0,0.84,35,finetuning,500,0.5,
0,1.0,0.98,12,finetuning,1000,1.0,
0,1.0,0.485,18,finetuning,100,2.0,
0,1.0,0.845,31,finetuning,50,0.5,
0,1.0,0.6,25,singletask,100,,
0,1.0,0.94,22,finetuning,50,0.25,
0,1.0,0.655,48,singletask,20,,
0,1.0,0.82,49,multitask,200,,0.0633265306122449
0,1.0,0.535,35,finetuning,10,0.5,
0,1.0,0.83,47,finetuning,50,0.25,
0,1.0,0.5,39,finetuning,10,0.25,
0,1.0,0.51,29,finetuning,200,2.0,
0,1.0,0.615,13,finetuning,20,1.0,
0,1.0,0.5,39,singletask,50,,
0,1.0,0.945,15,finetuning,1000,0.125,
0,1.0,0.84,8,multitask,500,,0.07269387755102041
0,1.0,0.945,3,finetuning,1000,1.0,
0,1.0,0.99,14,finetuning,200,0.25,
0,1.0,0.715,44,singletask,500,,
0,1.0,0.67,19,finetuning,10,0.125,
0,1.0,0.655,2,finetuning,10,0.25,
0,1.0,0.55,10,finetuning,50,2.0,
0,1.0,0.875,25,finetuning,1000,0.25,
0,1.0,0.53,37,finetuning,100,1.0,
0,1.0,0.95,45,finetuning,1000,0.125,
0,1.0,0.885,49,finetuning,500,1.0,
0,1.0,0.82,23,singletask,200,,
0,1.0,0.815,37,multitask,1000,,0.12418367346938776
0,1.0,0.465,14,finetuning,10,2.0,
0,1.0,0.865,18,multitask,200,,0.05210204081632653
0,1.0,0.795,29,multitask,100,,0.0473265306122449
0,1.0,0.715,8,finetuning,10,0.125,
0,1.0,0.805,19,finetuning,100,0.125,
0,1.0,0.89,8,finetuning,100,0.125,
0,1.0,0.525,13,finetuning,10,2.0,
0,1.0,0.85,6,finetuning,100,0.25,
0,1.0,0.62,36,multitask,10,,0.01236734693877551
0,1.0,0.835,17,finetuning,500,1.0,
0,1.0,0.82,18,finetuning,50,1.0,
0,1.0,0.86,3,finetuning,500,2.0,
0,1.0,0.905,23,finetuning,100,0.125,
0,1.0,1.0,0,finetuning,500,0.25,
0,1.0,0.945,11,finetuning,500,0.25,
0,1.0,0.51,17,finetuning,50,2.0,
0,1.0,0.82,8,finetuning,20,0.25,
0,1.0,0.83,17,finetuning,100,0.25,
0,1.0,0.625,16,multitask,50,,0.028857142857142856
0,1.0,0.86,39,finetuning,1000,0.5,
0,1.0,0.93,23,finetuning,1000,0.5,
0,1.0,0.77,33,finetuning,20,0.25,
0,1.0,0.54,23,finetuning,100,2.0,
0,1.0,0.545,22,multitask,20,,0.017040816326530612
0,1.0,0.785,14,finetuning,20,1.0,
0,1.0,0.895,24,finetuning,200,0.5,
0,1.0,0.86,34,finetuning,1000,0.125,
0,1.0,0.775,19,finetuning,50,0.25,
0,1.0,0.585,32,finetuning,10,0.5,
0,1.0,0.85,41,finetuning,200,0.5,
0,1.0,0.85,6,finetuning,200,1.0,
0,1.0,0.95,9,finetuning,1000,0.125,
0,1.0,0.995,14,finetuning,500,0.125,
0,1.0,0.93,5,finetuning,500,0.125,
0,1.0,0.76,12,finetuning,200,2.0,
0,1.0,0.76,15,finetuning,100,0.5,
0,1.0,0.53,36,finetuning,50,0.5,
0,1.0,0.865,38,singletask,500,,
0,1.0,0.845,38,finetuning,500,2.0,
0,1.0,0.5,46,finetuning,100,2.0,
0,1.0,0.5,38,finetuning,10,1.0,
0,1.0,0.875,25,finetuning,500,0.5,
0,1.0,0.95,4,finetuning,200,0.25,
0,1.0,0.91,13,finetuning,1000,1.0,
0,1.0,0.795,18,finetuning,20,0.25,
0,1.0,0.65,35,multitask,50,,0.025183673469387755
0,1.0,0.86,22,multitask,1000,,0.09359183673469387
0,1.0,0.505,33,finetuning,50,2.0,
0,1.0,0.66,36,singletask,200,,
0,1.0,0.675,32,finetuning,50,0.25,
0,1.0,0.62,27,multitask,500,,0.08620408163265306
0,1.0,0.795,15,multitask,10,,0.016142857142857143
0,1.0,0.66,39,finetuning,200,2.0,
0,1.0,0.815,29,finetuning,10,0.25,
0,1.0,0.955,7,finetuning,500,1.0,
0,1.0,0.8,40,finetuning,500,0.5,
0,1.0,0.905,2,finetuning,1000,1.0,
0,1.0,0.975,15,finetuning,200,0.25,
0,1.0,0.77,13,finetuning,500,2.0,
0,1.0,0.585,35,finetuning,100,0.125,
0,1.0,0.5,37,finetuning,10,2.0,
0,1.0,0.88,47,finetuning,1000,0.25,
0,1.0,0.82,18,finetuning,10,0.125,
0,1.0,0.885,16,finetuning,200,1.0,
0,1.0,0.895,12,finetuning,50,0.5,
0,1.0,0.515,2,finetuning,200,2.0,
0,1.0,0.89,5,finetuning,100,0.5,
0,1.0,0.58,42,finetuning,100,1.0,
0,1.0,0.685,6,multitask,100,,0.058326530612244895
0,1.0,0.785,34,multitask,200,,0.07044897959183674
0,1.0,0.52,35,singletask,20,,
0,1.0,0.5,46,singletask,10,,
0,1.0,0.62,27,finetuning,100,1.0,
0,1.0,0.665,48,multitask,10,,0.015367346938775511
0,1.0,0.89,30,finetuning,20,1.0,
0,1.0,0.5,16,finetuning,10,0.5,
0,1.0,0.5,44,singletask,50,,
0,1.0,0.735,30,singletask,100,,
0,1.0,0.865,9,finetuning,50,0.25,
0,1.0,0.745,9,finetuning,10,0.125,
0,1.0,0.92,1,finetuning,100,0.25,
0,1.0,0.81,45,finetuning,50,0.5,
0,1.0,0.58,35,multitask,20,,0.016448979591836735
0,1.0,0.98,7,finetuning,500,0.25,
0,1.0,0.775,42,singletask,1000,,
0,1.0,0.945,14,multitask,200,,0.044061224489795915
0,1.0,0.665,25,multitask,100,,0.06059183673469388
0,1.0,0.755,19,finetuning,100,1.0,
0,1.0,0.5,5,finetuning,10,2.0,
0,1.0,0.815,40,finetuning,1000,0.125,
0,1.0,0.94,16,finetuning,500,0.25,
0,1.0,0.475,41,finetuning,10,0.5,
0,1.0,0.505,1,finetuning,50,2.0,
0,1.0,0.71,32,singletask,100,,
0,1.0,0.845,28,finetuning,200,1.0,
0,1.0,0.885,49,finetuning,100,0.125,
0,1.0,0.875,10,finetuning,100,0.25,
0,1.0,0.925,24,finetuning,1000,0.5,
0,1.0,0.665,2,finetuning,20,1.0,
0,1.0,0.805,43,finetuning,20,0.25,
0,1.0,0.58,21,multitask,10,,0.013469387755102041
0,1.0,0.505,49,finetuning,20,0.5,
0,1.0,0.86,20,multitask,1000,,0.10075510204081632
0,1.0,0.585,35,singletask,50,,
0,1.0,0.75,34,singletask,200,,
0,1.0,0.625,17,finetuning,10,0.25,
0,1.0,0.865,4,multitask,500,,0.07389795918367346
0,1.0,0.98,30,finetuning,500,0.125,
0,1.0,0.87,31,finetuning,200,0.5,
0,1.0,0.515,22,finetuning,20,0.5,
0,1.0,0.935,10,finetuning,1000,0.125,
0,1.0,0.87,48,finetuning,500,2.0,
0,1.0,0.51,36,finetuning,100,2.0,
0,1.0,0.945,26,finetuning,20,0.25,
0,1.0,0.52,44,singletask,20,,
0,1.0,0.825,45,multitask,200,,0.0549795918367347
0,1.0,0.5,37,singletask,10,,
0,1.0,0.99,14,finetuning,1000,1.0,
0,1.0,0.925,3,finetuning,200,0.25,
0,1.0,0.49,27,finetuning,20,2.0,
0,1.0,0.505,42,finetuning,50,0.25,
0,1.0,0.595,43,finetuning,20,1.0,
0,1.0,0.74,8,finetuning,20,0.5,
0,1.0,0.63,27,finetuning,50,0.25,
0,1.0,0.615,49,finetuning,200,2.0,
0,1.0,0.61,28,finetuning,20,1.0,
0,1.0,0.975,12,finetuning,200,0.25,
0,1.0,0.545,16,multitask,20,,0.014408163265306122
0,1.0,0.82,9,finetuning,100,1.0,
0,1.0,0.995,0,finetuning,100,0.125,
0,1.0,0.93,11,finetuning,100,0.125,
0,1.0,0.975,30,finetuning,500,0.5,
0,1.0,0.89,5,finetuning,1000,1.0,
0,1.0,0.985,26,finetuning,500,0.125,
0,1.0,0.825,46,finetuning,200,0.125,
0,1.0,0.5,44,finetuning,10,2.0,
0,1.0,0.89,4,finetuning,50,0.5,
0,1.0,0.54,20,finetuning,10,1.0,
0,1.0,0.635,22,multitask,50,,0.026183673469387755
0,1.0,0.7,32,finetuning,100,1.0,
0,1.0,0.765,19,finetuning,50,0.125,
0,1.0,0.52,40,finetuning,50,2.0,
0,1.0,0.82,8,finetuning,50,0.125,
0,1.0,0.895,29,finetuning,500,1.0,
0,1.0,0.88,7,finetuning,10,0.25,
0,1.0,0.72,24,finetuning,50,1.0,
0,1.0,0.88,49,multitask,1000,,0.11057142857142857
0,1.0,0.5,0,finetuning,10,0.5,
0,1.0,0.805,7,finetuning,10,0.5,
0,1.0,0.995,0,finetuning,100,0.25,
0,1.0,0.74,0,multitask,10,,0.012836734693877552
0,1.0,0.86,23,finetuning,50,1.0,
0,1.0,0.79,32,finetuning,200,0.125,
0,1.0,0.91,28,finetuning,1000,0.125,
0,1.0,0.595,47,multitask,50,,0.03355102040816327
0,1.0,0.685,48,singletask,50,,
0,1.0,0.875,6,finetuning,500,0.25,
0,1.0,0.51,28,finetuning,10,2.0,
0,1.0,0.535,47,finetuning,50,2.0,
0,1.0,0.745,48,finetuning,50,1.0,
0,1.0,0.815,6,finetuning,500,2.0,
0,1.0,0.585,27,finetuning,10,1.0,
0,1.0,0.86,17,finetuning,500,0.25,
0,1.0,0.98,12,finetuning,500,1.0,
0,1.0,0.805,3,finetuning,50,0.5,
0,1.0,0.515,43,finetuning,10,2.0,
0,1.0,0.64,21,singletask,200,,
0,1.0,0.765,35,multitask,1000,,0.13248979591836735
0,1.0,0.84,38,multitask,200,,0.0603265306122449
0,1.0,0.48,39,singletask,20,,
0,1.0,0.69,38,finetuning,200,1.0,
0,1.0,0.93,11,finetuning,100,0.25,
0,1.0,0.865,25,finetuning,1000,0.5,
0,1.0,0.515,43,finetuning,100,2.0,
0,1.0,0.84,10,finetuning,100,0.5,
0,1.0,0.5,27,singletask,100,,
0,1.0,0.59,17,finetuning,200,2.0,
0,1.0,0.89,3,finetuning,200,1.0,
0,1.0,0.625,44,finetuning,200,0.5,
0,1.0,0.52,44,finetuning,20,1.0,
0,1.0,0.885,21,finetuning,200,0.5,
0,1.0,0.5,20,finetuning,20,2.0,
0,1.0,0.535,36,finetuning,20,0.25,
0,1.0,0.53,26,finetuning,100,2.0,
0,1.0,0.905,6,finetuning,1000,0.25,
0,1.0,0.89,17,finetuning,1000,0.25,
0,1.0,0.825,46,singletask,500,,
0,1.0,0.98,15,finetuning,1000,1.0,
0,1.0,0.715,42,multitask,500,,0.08738775510204082
0,0.998,0.87,16,finetuning,500,2.0,
0,1.0,0.925,45,finetuning,500,0.5,
0,1.0,0.86,2,finetuning,500,1.0,
0,1.0,0.88,2,finetuning,200,0.25,
0,1.0,0.515,25,finetuning,20,0.5,
0,1.0,0.95,31,finetuning,1000,0.125,
0,1.0,0.6,44,multitask,10,,0.011816326530612245
0,1.0,0.57,3,multitask,50,,0.02730612244897959
0,1.0,0.78,48,singletask,200,,
0,1.0,0.52,37,finetuning,50,0.25,
0,1.0,0.785,44,finetuning,500,0.125,
0,1.0,0.67,31,multitask,100,,0.04830612244897959
0,1.0,0.77,49,finetuning,10,0.25,
0,1.0,0.89,24,finetuning,200,0.125,
0,1.0,0.745,3,multitask,200,,0.05526530612244898
0,1.0,0.915,13,finetuning,200,0.25,
0,1.0,0.595,5,finetuning,20,1.0,
0,1.0,0.95,4,finetuning,1000,1.0,
0,1.0,0.865,20,finetuning,500,0.5,
0,1.0,0.495,23,singletask,10,,
0,1.0,0.52,6,finetuning,50,2.0,
0,1.0,0.5,46,finetuning,10,0.5,
0,1.0,0.585,19,multitask,10,,0.011571428571428571
0,1.0,0.895,22,finetuning,100,1.0,
0,1.0,0.58,29,finetuning,50,0.5,
0,1.0,0.875,18,finetuning,50,0.125,
0,1.0,0.84,9,finetuning,50,0.125,
0,1.0,0.515,2,finetuning,10,2.0,
0,1.0,0.79,13,multitask,500,,0.09889795918367347
0,1.0,0.805,47,finetuning,100,1.0,
0,1.0,0.85,0,finetuning,100,0.5,
0,1.0,0.78,39,finetuning,500,1.0,
0,1.0,0.825,9,finetuning,50,1.0,
0,1.0,0.635,7,finetuning,200,2.0,
0,1.0,0.88,13,finetuning,200,1.0,
0,1.0,0.66,39,multitask,50,,0.028551020408163267
0,1.0,0.51,42,finetuning,50,0.5,
0,1.0,0.945,23,finetuning,1000,0.125,
0,1.0,0.895,3,finetuning,100,0.25,
0,1.0,0.865,0,multitask,500,,0.09893877551020408
0,1.0,0.675,23,finetuning,10,0.5,
0,1.0,0.89,7,finetuning,50,1.0,
0,1.0,0.495,31,singletask,50,,
0,1.0,0.93,5,finetuning,500,0.25,
0,1.0,0.845,47,finetuning,500,1.0,
0,1.0,0.99,0,finetuning,500,0.5,
0,1.0,0.58,28,multitask,20,,0.020918367346938777
0,1.0,0.535,39,finetuning,100,1.0,
0,1.0,0.525,3,finetuning,10,1.0,
0,1.0,0.5,33,singletask,10,,
0,1.0,0.875,41,multitask,200,,0.05873469387755102
0,1.0,0.5,40,singletask,20,,
0,1.0,0.605,27,finetuning,50,0.5,
0,1.0,0.945,22,finetuning,500,1.0,
0,1.0,0.885,35,singletask,1000,,
0,1.0,0.995,14,finetuning,500,0.25,
0,1.0,0.5,48,finetuning,10,0.5,
0,1.0,0.51,8,finetuning,50,2.0,
0,1.0,0.7,41,multitask,50,,0.032122448979591836
0,1.0,0.95,11,finetuning,200,0.125,
0,1.0,0.97,12,finetuning,100,0.25,
0,1.0,0.985,0,finetuning,200,0.125,
0,1.0,0.63,6,multitask,10,,0.01273469387755102
0,1.0,0.975,26,finetuning,1000,0.5,
0,1.0,0.735,21,multitask,100,,0.03789795918367347
0,1.0,0.805,10,multitask,200,,0.05655102040816327
0,1.0,0.875,34,finetuning,1000,0.25,
0,1.0,0.92,22,singletask,1000,,
0,1.0,0.51,40,finetuning,20,0.5,
0,1.0,0.84,46,finetuning,100,0.125,
0,1.0,0.775,20,finetuning,100,0.5,
0,1.0,0.585,27,finetuning,200,2.0,
0,1.0,0.5,37,finetuning,10,0.25,
0,1.0,0.865,49,finetuning,50,0.25,
0,1.0,0.685,42,finetuning,200,2.0,
0,1.0,0.94,11,finetuning,200,0.5,
0,1.0,0.53,16,finetuning,100,2.0,
0,1.0,0.875,48,finetuning,1000,0.5,
0,1.0,0.495,4,finetuning,20,2.0,
0,1.0,0.81,45,finetuning,100,0.5,
0,1.0,0.795,2,finetuning,100,1.0,
0,1.0,0.72,49,singletask,200,,
0,1.0,0.66,48,finetuning,20,0.25,
0,1.0,0.93,16,finetuning,1000,1.0,
0,1.0,0.95,26,finetuning,500,2.0,
0,1.0,0.925,1,finetuning,200,0.25,
0,1.0,0.79,1,finetuning,20,0.5,
0,1.0,0.745,47,singletask,500,,
0,1.0,0.705,5,multitask,50,,0.033510204081632654
0,1.0,0.545,42,multitask,10,,0.013918367346938776
0,1.0,0.49,45,finetuning,20,2.0,
0,1.0,0.985,7,finetuning,1000,0.125,
0,1.0,0.725,26,singletask,100,,
0,1.0,0.69,21,finetuning,20,1.0,
0,1.0,0.895,10,finetuning,200,0.25,
0,1.0,0.865,43,finetuning,500,2.0,
0,1.0,0.925,29,finetuning,500,0.125,
0,1.0,0.925,10,finetuning,500,0.5,
0,1.0,0.965,7,finetuning,1000,1.0,
0,1.0,0.805,48,multitask,100,,0.05530612244897959
0,1.0,0.89,49,finetuning,200,0.125,
0,1.0,0.465,22,finetuning,50,2.0,
0,1.0,0.935,1,finetuning,200,0.5,
0,1.0,0.8,46,finetuning,200,1.0,
0,1.0,0.55,6,finetuning,100,2.0,
0,1.0,0.64,29,finetuning,10,1.0,
0,1.0,0.85,34,multitask,1000,,0.10638775510204082
0,1.0,0.8,28,multitask,200,,0.06118367346938775
0,1.0,0.515,29,singletask,20,,
0,1.0,0.585,19,multitask,100,,0.06185714285714286
0,1.0,0.965,12,finetuning,100,1.0,
0,1.0,0.77,46,finetuning,50,1.0,
0,1.0,0.505,49,finetuning,50,2.0,
0,1.0,0.95,22,finetuning,1000,0.25,
0,1.0,0.37,26,finetuning,10,2.0,
0,1.0,0.43,42,finetuning,10,1.0,
0,1.0,0.5,9,finetuning,10,0.5,
0,1.0,0.875,23,finetuning,200,1.0,
0,1.0,0.935,7,finetuning,50,0.25,
0,1.0,0.82,2,finetuning,100,0.25,
0,1.0,0.95,9,finetuning,1000,0.25,
0,1.0,0.95,18,finetuning,1000,0.25,
0,1.0,0.64,45,finetuning,10,1.0,
0,1.0,0.95,4,finetuning,500,0.25,
0,1.0,0.48,21,finetuning,10,2.0,
0,1.0,0.905,48,multitask,1000,,0.15412244897959185
0,1.0,0.85,29,finetuning,100,1.0,
0,1.0,0.525,41,finetuning,50,1.0,
0,1.0,0.855,32,finetuning,500,1.0,
0,1.0,0.875,24,finetuning,100,0.125,
0,1.0,0.98,15,finetuning,500,0.25,
0,1.0,0.91,13,finetuning,100,0.25,
0,1.0,0.535,25,finetuning,50,2.0,
0,1.0,0.895,18,finetuning,200,1.0,
0,1.0,0.645,33,multitask,20,,0.014448979591836735
0,1.0,0.78,27,finetuning,1000,0.5,
0,1.0,0.875,9,finetuning,500,1.0,
0,1.0,0.63,26,finetuning,20,1.0,
0,1.0,0.89,30,finetuning,100,0.5,
0,1.0,0.59,27,finetuning,10,0.25,
0,1.0,0.72,37,finetuning,200,2.0,
0,1.0,0.485,42,finetuning,20,2.0,
0,1.0,0.925,2,finetuning,500,0.125,
0,1.0,0.94,13,finetuning,500,0.125,
0,1.0,0.655,9,multitask,20,,0.015265306122448979
0,1.0,0.41,42,finetuning,10,0.25,
0,1.0,0.525,6,finetuning,20,0.5,
0,1.0,0.77,16,finetuning,20,0.25,
0,1.0,0.585,29,finetuning,20,2.0,
0,1.0,0.91,49,finetuning,1000,0.5,
0,1.0,0.55,27,multitask,10,,0.013408163265306123
0,1.0,0.74,48,finetuning,100,2.0,
0,1.0,0.5,3,finetuning,20,2.0,
0,1.0,0.805,36,finetuning,500,2.0,
0,1.0,0.865,17,finetuning,1000,1.0,
0,1.0,0.99,0,finetuning,200,0.25,
0,1.0,0.835,40,finetuning,1000,0.25,
0,1.0,0.64,10,multitask,20,,0.015387755102040816
0,1.0,0.7,32,finetuning,100,0.125,
0,1.0,0.54,27,singletask,10,,
0,1.0,0.915,8,finetuning,200,1.0,
0,1.0,0.785,17,finetuning,50,0.25,
0,1.0,0.52,25,singletask,50,,
0,1.0,0.865,21,multitask,1000,,0.095
0,1.0,0.665,47,finetuning,20,0.5,
0,1.0,0.73,35,singletask,200,,
0,1.0,0.95,11,finetuning,200,0.25,
0,1.0,0.895,6,finetuning,1000,1.0,
0,1.0,0.81,17,multitask,500,,0.11508163265306122
